id,img,label,text,split
38465,img/38465.png,0,"yo dawg, i heard you like memes  so i made a meme mocking memes you so you can can mock me knocking memes while reading mock memes",train
53289,img/53289.png,0,when everybody's worried about their ex but you're just here enjoying your lemonade,train
75321,img/75321.png,1,cannibal tribe from indonesia will take muslim refugess in any amount,train
18350,img/18350.png,0,when you see the gas bill,train
91547,img/91547.png,0,cheers to all the people who can change their minds when presented with information that contradicts their beliefs,train
30247,img/30247.png,0,broken chair,train
93741,img/93741.png,0,stop being a bitch,train
51243,img/51243.png,0,honestly how often do you masturbate?,train
5384,img/05384.png,0,spending quality time with dad,train
1845,img/01845.png,0,when you consume too much trans fat,train
34791,img/34791.png,1,when i was a boy we didn't have things like adhd. it was called being a little bastard,train
41385,img/41385.png,0,y'all kids claims to be victims of slavery when we were the ones who lived it,train
34508,img/34508.png,1,jews are the problem. not just zionists or israelis. jews. all of them,train
80521,img/80521.png,0,him: the dishwasher is acting weird her: what's it doing? him: chopping fucking vegetables,train
34165,img/34165.png,0,be happy you dont have neanderthal dna,train
93072,img/93072.png,1,"black people black people ""why would white america do this?""",train
25468,img/25468.png,1,white people walked on all fours before black people came and showed them how to stand up,train
9617,img/09617.png,0,when you turn on the light and realize you have been fisting the wrong hole,train
96258,img/96258.png,1,its national hebrew day go pick up a hot girl,train
96578,img/96578.png,1,mohammad is fucked by blink hacker group! oink oink! hi! my name's mohammad! fuck you muslims!,train
35618,img/35618.png,0,i woke up like this,train
5249,img/05249.png,0,i am still so confused about the strategies in this game,train
57349,img/57349.png,0,"""at first, i didn t want to wear a hijab."" ""but my husband convinced me otherwise.""",train
78409,img/78409.png,1,i stand with hitler these was this time at auschwitz when i needed medical attention and doctor mengele was there for me,train
29814,img/29814.png,1,"if you hold a black baby to your ear, you can hear the police sirens",train
20568,img/20568.png,0,meanwhile at the isis strip club,train
84269,img/84269.png,1,just ordered the new anne frank puzzle,train
68079,img/68079.png,1,what's the difference between a walrus and a lesbian? one smells like fish and has a moustache and the other is a walrus!,train
41537,img/41537.png,1,i'm not transphobic i just think trans people shouldn't exist,train
12890,img/12890.png,0,hitler getting his tan on,train
54102,img/54102.png,1,i'm uncertain where i stand on abortion i like the killing babies but hate the idea of giving women a choice,train
63217,img/63217.png,0,when you're facetimeing and accidently fall down the stairs,train
3271,img/03271.png,0,when your wife and girlfriend dont get along,train
35264,img/35264.png,0,i like your cologne what is that? tricare? deers,train
63710,img/63710.png,1,literally nobody: white people sitting at the bar: can you put it on the golf channel??,train
12348,img/12348.png,0,"bitch, say something else",train
14052,img/14052.png,0,this is racist but this is not?????,train
81064,img/81064.png,0,"your tits... in my hands, put them you will",train
74391,img/74391.png,0,there must be some way this victimizes me,train
36152,img/36152.png,0,"when your eating out your grandma and you taste horse cum then think to yourself ""oh that's how she died",train
80256,img/80256.png,0,damn girl that's a policy i could get behind,train
21948,img/21948.png,0,this guy grabs your girl's ass in the bar what do you do?,train
70532,img/70532.png,0,it's important to listen to your elders please don't forget!,train
25806,img/25806.png,0,when you have to make your own pool,train
26759,img/26759.png,1,that look when you wanna cut a bitch but you remember your a changed man,train
27398,img/27398.png,0,"if you believe that, i've got a virgin goat to sell you!",train
18730,img/18730.png,0,immigration invasion learn the difference,train
75216,img/75216.png,0,want one as a slave when you watch how slow they work and you wonder why anyone would,train
91754,img/91754.png,0,when you finally buy a dishwasher this works a lot better than a sponge,train
42153,img/42153.png,0,we build our houses with stone,train
83456,img/83456.png,1,whats the difference between santa and the jews santa goes down the chimney,train
18673,img/18673.png,0,how to remember kid in hot car keep 2nd road beer with them,train
97523,img/97523.png,0,you are so cute,train
24631,img/24631.png,1,it's ma'am!! yooouu lookah like a man,train
23748,img/23748.png,0,bigbird singing to child on seasame street,train
69412,img/69412.png,0,best part about a hooker dying on you? the 2nd hour is free,train
59073,img/59073.png,0,the enemy within ilhan omar linda sarsour rashida tlaib ocasto-cortez,train
28405,img/28405.png,0,white people already paid reparations,train
63492,img/63492.png,0,making america white again,train
92670,img/92670.png,0,"scared you today, didn't i?",train
78351,img/78351.png,1,subway is similar to prostitution you pay someone else to do your wife's job,train
79856,img/79856.png,0,my friends coming to see me after a crazy friday night,train
71436,img/71436.png,0,trump supporters be like mexicans stole my teeth,train
3258,img/03258.png,1,"i heard we can get free steroids in australia please help feed and house this poor, defenceless refugee. don't be racist and let me in!",train
20736,img/20736.png,1,go be gay somewhere else,train
50487,img/50487.png,0,celebreated 4/20 on january 5th because i know how to reduce fractions,train
6431,img/06431.png,0,when the employee asks what bra size you wear,train
51473,img/51473.png,1,god: *creates jews* god: *creates jesus* jews: *kill jesus* god: *creates hitler* god:,train
34901,img/34901.png,1,gays aids it really be like that,train
28793,img/28793.png,0,congratulations it's non binary,train
5172,img/05172.png,1,islam is the religion of peace! if you don't agree i kill you!,train
98501,img/98501.png,0,send me sexy pic,train
96231,img/96231.png,0,when you're a convicted rapist but reruns of your show are still on tv because it's not like you tweeted something,train
81673,img/81673.png,0,when they don't get the memo that they lost the war,train
48635,img/48635.png,1,the look you give when the bubbles in the pool are pulsating your pussy just kidding she's retarted and thats her normal face,train
43612,img/43612.png,1,racing for pink slips in africa,train
15480,img/15480.png,1,"we kill you on 9/11 and you elect 3 of us to congress, stupid infidels!",train
41830,img/41830.png,0,if he's marrying me then why's he fucking my mom,train
81069,img/81069.png,0,when you bout to nut in your cousin and you hear the barn door open,train
72584,img/72584.png,0,9 months before i was born i went to a party with my dad and left with my mom,train
51763,img/51763.png,1,go be gay somewhere else,train
6873,img/06873.png,1,just got a bootleg copy of muslim porn deep goat,train
8523,img/08523.png,1,cute getting ready to start kid her life too bad shes already fkn' dead raped and murdered by an illegal immigrant,train
6359,img/06359.png,0,what women think they'll do when the economy collapses vs what they'll actually do,train
93260,img/93260.png,0,when she smiles at you from a distance,train
40839,img/40839.png,0,see if you can find the guys from white chicks lol,train
8516,img/08516.png,0,smirked at an adult media coverage: 30 days shot up a school media coverage: 2 days,train
53012,img/53012.png,0,"nothing says ""pull me over"" like some red solo cup brake lights!",train
76250,img/76250.png,1,chillin with my chromies,train
26198,img/26198.png,0,"hillary isn't in jail, the wall isn't built, isis hasn't been defeated & obamacare is still in place but trump gave himself a $23 million tax cut and that is important to me",train
61952,img/61952.png,0,what i say about the gunman every time there's a mass shooting,train
80269,img/80269.png,0,this is really out of mein kampfert zone,train
5712,img/05712.png,0,god will forgive you no matter what you've done sweet,train
72941,img/72941.png,0,hey liberals & democrats have you forgotten,train
21853,img/21853.png,0,pure american muscle,train
35219,img/35219.png,1,they stole ma chickin i stole their life,train
90146,img/90146.png,0,all races are equal,train
51278,img/51278.png,0,when you haven't stolen anything in a week,train
63095,img/63095.png,0,when you have errands to run but you're too tired to deal,train
96058,img/96058.png,0,husband gives massage.. ...aaaand now i have a dick in me,train
56871,img/56871.png,1,who cares if mexicans are offended americans are offended by illegal immigration,train
25180,img/25180.png,1,hold up when she says she likes hung black men so you take her back to your place and she starts tying a noose,train
37259,img/37259.png,0,loyalty always has a cost some times it pays off... ...and some times you take a loss,train
48106,img/48106.png,1,fuck islam,train
19352,img/19352.png,0,ain't nothing but a goat,train
65213,img/65213.png,0,"what your ancestors were doing july 4, 1776 what dummies do today for july 4th",train
24368,img/24368.png,0,ignorance and hate will lead you to nothing but shame,train
58426,img/58426.png,0,when there is no pinyata at the party but the emo kid just hung himself improvise. adapt. overcome,train
96785,img/96785.png,0,lost african tribe,train
40567,img/40567.png,0,anne frank writing in her diary,train
38625,img/38625.png,1,"a german ss soldier punishing a small jewish boy by sticking a sharpened spear in the boys anus, auschwitz concentration camp, poland 1944. (colorized)",train
4823,img/04823.png,0,definitely a new cultural era!,train
25368,img/25368.png,1,when you suicide bomb an islamic mosque during a friday worship,train
93826,img/93826.png,0,"my wife asked me where i'd like to be buried apparently, ""balls deep in your sister"" wasn't the answer she was expecting",train
56392,img/56392.png,0,dick punch funny regardless of species,train
30986,img/30986.png,0,this beef is so raw its eating the salad,train
75823,img/75823.png,0,lisa page: obama doj ordered fbi not to prosecute hillary clinton why is the mainstream media ignoring this bombshell,train
84072,img/84072.png,0,when you're fucking but wanna make sure he's not stealing anything,train
93147,img/93147.png,0,replaced kitty litter with pop rocks,train
92874,img/92874.png,0,so..convert to islam or die?  i say fuck it..let's roll,train
27946,img/27946.png,1,cadbury's halal creme eggs  now available in special edition,train
93614,img/93614.png,0,"i'm sorry i left the seat up, it won't happen again",train
93521,img/93521.png,1,ever notice that christians are bad drivers,train
2691,img/02691.png,0,teaching them how to hunt young,train
91708,img/91708.png,0,when mohamed puts it inside,train
25783,img/25783.png,0,let's see if they get scared now ! bring they ass out here ! we will cut their heads off,train
16098,img/16098.png,0,when you find out who's been eating your leftovers,train
30452,img/30452.png,0,trump supporters be like show me where he lied,train
86491,img/86491.png,0,you are not wanted! you are a mental deficient!,train
14530,img/14530.png,1,it's a proven fact marines islamic radicals are less prone to violent acts after they've been shot in the head,train
81734,img/81734.png,0,when instincts take over,train
4683,img/04683.png,0,"when you make a meme using a different language that everyone can still understand: no es mucho, pero es trabajo honesto",train
8593,img/08593.png,1,18 years later,train
92608,img/92608.png,0,says he alone is tough enough to defeat isis still too chickenshit to release his tax returns,train
61453,img/61453.png,0,when you find the cake your mum was hiding from you,train
39601,img/39601.png,0,welcome refugees to poland's newest 5 star hotel,train
12035,img/12035.png,0,i date crazy bikers with beards cause once you ride a beard and a harley you don't go back,train
56482,img/56482.png,1,heroin is destroying the white community keep up the good work heroin,train
56287,img/56287.png,0,"and then i says to her no, i got your nose",train
19036,img/19036.png,0,infamous,train
34852,img/34852.png,1,"gee, i'd like to suicide bomb the crap out of that church, but i got a thing at 5 couldn't abdul do it?",train
62804,img/62804.png,0,look at this throatagraph,train
81579,img/81579.png,0,the look your women gives you when you can't finsh the job,train
80247,img/80247.png,0,the pimp hand strong enough for man but made for teaching,train
52890,img/52890.png,0,wait this isn't my dog,train
2485,img/02485.png,0,real friendship is sending them a link to something terrible so you can both be traumatised at the same time i torture all my friends. it's how i show love,train
50793,img/50793.png,0,a muslim in congress wants to get rid of homeland security let that sink in,train
13857,img/13857.png,0,this is why we shoot you guys,train
43617,img/43617.png,0,this chick can't stand fishing,train
70942,img/70942.png,1,"lesbians should not be allowed to buy dildos you made your choice bitch, now live with it!",train
49601,img/49601.png,0,when your fifth pet eats food from another guys hand,train
35102,img/35102.png,0,please be patient... we creating a better fuckup for all,train
10659,img/10659.png,0,chinese ppl be like happy thanksgiving,train
36081,img/36081.png,0,in this edition we don't buy property; we steal it!,train
68325,img/68325.png,1,"it happend mom, a black guy gave me complement ohhh sweety i'm so sorry. that means you need to lose about 30 pounds",train
39256,img/39256.png,0,"this isn't the way, there's always a better way",train
98362,img/98362.png,1,it's ma'am look i found a penis,train
38475,img/38475.png,0,"i don't always feel like i'm at the top of the gene pool but when i do, i'm at walmart",train
49083,img/49083.png,0,when you catch your goat with another man ya done fucked up,train
45938,img/45938.png,1,"hey, i just met you, and this is crazy, this is my grenade so blow me, maybe?",train
67823,img/67823.png,0,as much as abdul tried he could not get the fucker into first gear,train
70928,img/70928.png,0,when you drink and drive you will get busted,train
24309,img/24309.png,0,when people ask me who my favorite golden girl is,train
70925,img/70925.png,1,where did jimmy go during the bombing? everywhere,train
5269,img/05269.png,0,been talking shit about trump since day one. now crying like bitches after getting called out,train
61278,img/61278.png,0,in a wolrd full of these people be this person,train
81675,img/81675.png,0,when your boss asks for the report but you went out the past few nights,train
38629,img/38629.png,0,a good heart goes a long way,train
6458,img/06458.png,0,"oh, you're tired of my anti-trump posts? why don't you pray for me to stop?",train
71364,img/71364.png,1,obama voters,train
26794,img/26794.png,0,feel that? it used to belong to bruce jenner,train
85704,img/85704.png,0,how people look at me when i tell em i don't have kids,train
75102,img/75102.png,0,whose dick do i have to suck to get these charges dropped?,train
91268,img/91268.png,0,can afford to travel from romania to london still picks your pocket,train
42179,img/42179.png,0,immigrants illegal aliens,train
35097,img/35097.png,0,meanwhile at the isis strip club,train
83570,img/83570.png,0,the loudest one in the room.. is the weakest one in the room,train
56490,img/56490.png,1,how could this happen in the current year? when it's 2019 and there are still people who refuse to celebrate rectal wart sex,train
7968,img/07968.png,1,ernie mocks tyrone's lack of a father in front of the whole class,train
81259,img/81259.png,1,when you see a child in a gay parade half naked twerking with everyone celebrating ernie prepares to commit a hate crime,train
19753,img/19753.png,1,"how many times do we have to teach you this lesson, you tranny freaks ?",train
61480,img/61480.png,1,why is it bad to be a black jew because you have to sit at the back of the oven,train
54790,img/54790.png,0,what people do in the bedroom is not anyone else's business,train
43517,img/43517.png,1,"when you hear 'em yelling that allahakbar crap, just shoot 'em before they blow up a bomb, or start stabbin' and shootin' people",train
25068,img/25068.png,0,i really like 50 cent or as we call him in zimbabwe 4 billion dollars,train
35861,img/35861.png,0,banner in the streets hulk in the sheets,train
92741,img/92741.png,0,"wait, mohammad come back!! i didn't mean to laugh, really size doesh't matter to me lol",train
51736,img/51736.png,1,"""america has stolen the jews the jews of god. his jewelry. the negroes. they are the true hebrews"" google it",train
26417,img/26417.png,0,left lanes need to exit right right lanes need to exit left here's 300 feet. make it happen,train
18407,img/18407.png,0,wing wing wing herro? thats racist!,train
47326,img/47326.png,0,we are soldiers and we fight for our countries to our last minutes,train
50768,img/50768.png,0,"liz krueger, n.y. state democratic senater wants to infiltrate the nra and take it over yeah, just like she infiltrated mcdonalds all those years..",train
86594,img/86594.png,0,wait for it .. ,train
63581,img/63581.png,1,wants you to accept him for being a girl couldn't accept himself at birth,train
95426,img/95426.png,1,i hate all fucking jews they are scum of the earth,train
10264,img/10264.png,0,when you eat her ass and then she say that she don't suck dick... wayment,train
79312,img/79312.png,0,for seal thanks.. very fucking useful,train
17832,img/17832.png,0,it's time we make peace with islam,train
15432,img/15432.png,0,when ur too young to know the concept of racism but ur happy cause u got a new pet,train
34506,img/34506.png,0,what's the difference between menstrual blood and sand? you can't gargle sand,train
30492,img/30492.png,0,when i grow up i'm going to be a famous doctor,train
31794,img/31794.png,0,i said a glass of orange juice not just any juice,train
4175,img/04175.png,1,im not racist because racism is a crime and crime is for black people,train
61578,img/61578.png,0,still smiles even when they are scared,train
31479,img/31479.png,1,"the only ""perferred pronouns"" a tranny needs is ""it"" or ""thing""",train
17659,img/17659.png,0,ex girfriends be like.. i don't even care what he does anymore!!!,train
29785,img/29785.png,1,"he's making a list, checking it twice gonna find out who's getting deported by i.c.e",train
17205,img/17205.png,1,i win again! parkinson's center,train
74132,img/74132.png,1,"fuck allah, fuck muslims and fuck islam. and if you don't like what i say then fuck",train
15649,img/15649.png,0,be kind to those less fortunate than you,train
51460,img/51460.png,0,love is love respect,train
60329,img/60329.png,0,we swore we'd never forget 911,train
58276,img/58276.png,0,i may be blind but at least i'm rich!,train
40752,img/40752.png,0,"you don't need an ar15 to protect yourself but he does, and this guy and this guy, and him and him and him",train
79315,img/79315.png,0,laughs in 52% of us crime rate,train
3241,img/03241.png,0,when black people make white jokes when white people make black jokes,train
38041,img/38041.png,0,justin trudeau the imam of canada,train
40897,img/40897.png,0,"with sensitive ass people, my sense of humor is way too fucked up for that",train
56180,img/56180.png,0,my little brother ate all the scrabble tiles... sense than alexandria ocasio-corte ton and his shit makes more sense than alexandria ocasio cortez,train
37865,img/37865.png,0,i'm not saying that your perfume is too strong. all i'm saying is that the canary was alive before you got here,train
36974,img/36974.png,0,do you have any idea how black you were going?,train
61780,img/61780.png,1,you may be a racist if.. your response to a question from an african american is to mention the inner city 25 times,train
81546,img/81546.png,1,when i was a kid i thought black people were made from anal sex,train
75432,img/75432.png,0,greetings ... time to run,train
48703,img/48703.png,1,"a girl asks her mom, ""why am i black and you're white?"" she says, ""the way that party went, you're lucky you don't bark. """,train
81706,img/81706.png,0,when you have to fight captain america because you had an argument,train
42319,img/42319.png,0,"chelsea clinton.. so ugly that when she gives head, it counts as anal",train
2139,img/02139.png,0,no less beautiful,train
93568,img/93568.png,0,i'm so fucking gay i can't even think straight,train
6832,img/06832.png,1,government shills hate him!!! <<< this aussie shitposter removes 50 muslims with this one weird trick and basically you are fucking accelerated!,train
20971,img/20971.png,0,if i can't trust you i don't need you,train
70936,img/70936.png,0,everybody having kids /getting engaged and i'm over here like,train
4278,img/04278.png,0,never let someone who has done nothing tell you how to do anything,train
56024,img/56024.png,0,and for my next trick i'll make democrats defend rats,train
53941,img/53941.png,1,"i didn't hear the question ... ...but the answer is, white people are racist",train
49270,img/49270.png,0,rosie o 'donnell had to be removed from her home today to make good on her threat to leave the us if donald trump became president,train
67485,img/67485.png,0,i'm going to prison aren't i ?,train
92417,img/92417.png,0,hoes be like why can't i find a good man,train
26305,img/26305.png,0,when you take this girl on a date and she won't stop talking.,train
61234,img/61234.png,0,i could have annihilated all of them but i left some of them alive so you will know why i was killing them,train
59064,img/59064.png,0,keep it up and you'll get some regime change,train
17634,img/17634.png,0,when she's mad at you but you want her attention,train
3246,img/03246.png,0,mobile nun,train
97635,img/97635.png,1,didnt stand during the national anthem... no one said a word... # whiteprivilege,train
9634,img/09634.png,1,come on our shame tour! we will show you how to murder babies and harass the elderly,train
49630,img/49630.png,0,if they aren't meant to cook why do they have eggs and milk inside them,train
60173,img/60173.png,1,"white people dont shoot eachother in the streets like black people do we do it in schools, because we have class",train
38490,img/38490.png,0,"""people are tired of the same, old ideas"" says the 74 year old socialist",train
68423,img/68423.png,0,don't get me started about your tranny problems,train
76258,img/76258.png,0,when you advocate for killing babies after their birth and then you have ash on your forhead for ash wednesday unbelievable smh,train
39652,img/39652.png,0,donald trump proving you don't have to be poor to be trailer trash,train
70435,img/70435.png,1,this one time at camp we got so baked,train
8654,img/08654.png,1,never had one before . what? a room to yourself? a white bitch,train
37402,img/37402.png,0,when your stoner friend looks in your fridge,train
26795,img/26795.png,0,i put brake fluid in my meth... now i can stop whenever i want,train
60317,img/60317.png,0,when your goat hits your g-spot,train
34805,img/34805.png,0,when you're trying to be a good student and just learn magic but three kids in class keep getting in trouble all the time,train
1389,img/01389.png,0,confession-every sunday around brunch time i take my cat to the mall and make people take pictures of us,train
80361,img/80361.png,1,thanks trump for my new job making america white again,train
74536,img/74536.png,1,for guys that like it nice and slow gimme a call,train
15283,img/15283.png,0,march 8th international women's day,train
75340,img/75340.png,1,"forgive me allah.. i just can't understand why i am allowed to behead my enemies and marry little girls, but i can't eat a fucking ham sandwich",train
96153,img/96153.png,0,jokes don't kill people they kill people,train
63917,img/63917.png,0,if he's marrying me then why's he fucking a goat,train
38529,img/38529.png,0,"fuck you, asshole how's that for customer service?",train
92016,img/92016.png,1,get ready for your future white folks.. nuclear fire & eternal slavery!,train
79054,img/79054.png,0,that face you make when you get asked a question and have to think on it for a while,train
6471,img/06471.png,1,"colin kaepernick and his evil white oppressors oh wait, those are his parents!",train
7698,img/07698.png,0,"go ahead, call the cops see who cums first",train
1896,img/01896.png,0,terrorism is just part and parcel of living in a big city. sadiq khan london mayor tokyo: over 13 million people no islamic terrorism,train
76354,img/76354.png,0,animals enjoy motorcycle rides too,train
80237,img/80237.png,0,when nobody knew who you were until you got on your knees,train
71045,img/71045.png,0,cutest little beagle in the whole wide world,train
67084,img/67084.png,0,creeps into your childs room empties his sack,train
68507,img/68507.png,1,black chicks even the white ones are ugly,train
58096,img/58096.png,0,grandma is not getting run over by a reindeer this year!!,train
4263,img/04263.png,1,holocaust jokes are offensive ann frankly aren't funny,train
26043,img/26043.png,0,love is love is love is love,train
26031,img/26031.png,0,muslims in a predominantly christian nation christians in a predominantly muslim nation,train
64701,img/64701.png,0,"well judge, made me do it all remember it was me who first said was kenyan",train
26495,img/26495.png,1,when your goat tells you she ain't on the pil,train
81963,img/81963.png,0,the old lady treats arthur to some delicious cookies she's baked,train
56972,img/56972.png,0,so i prayed over him like this and i made sure he felt the lord inside him,train
83127,img/83127.png,0,been dropping blessings all year like,train
10827,img/10827.png,0,watch out i'll put a bomb in your car,train
56378,img/56378.png,1,i'm not racist. racism is a crime and crime is only for blacks,train
50273,img/50273.png,0,"""where did you learn to make kool-aid like that britney?""",train
25397,img/25397.png,0,what do you call a black guy in a tree with a briefcase.. a branch manager,train
46058,img/46058.png,1,when you beat up a black kid and get arrested for propriety damage,train
6218,img/06218.png,0,thats a little savage,train
2849,img/02849.png,1,abba ree i can fryyy,train
69042,img/69042.png,0,"did i just hear grandma tell me ""no""",train
41853,img/41853.png,0,shes got them summer teeth summer here summer missing,train
70652,img/70652.png,0,when you her ass and then she say that she don't suck dick.. wayment,train
27943,img/27943.png,0,batman! thank god you've arrived!,train
68159,img/68159.png,0,learning to ride a bike,train
91704,img/91704.png,1,when you finger a girl from auschwitz,train
94823,img/94823.png,0,obama voters,train
63285,img/63285.png,0,"he's like 20 and still plays video games bitch please, yall 15 and pregnant",train
42693,img/42693.png,1,cooking teacher: 'today we'll learn how to use the ovens' the german kid:,train
64027,img/64027.png,1,"""islam is love!"" - ariana grande yeah, if you're a goat",train
20751,img/20751.png,1,"""islam is love!"" ariana grande august 2017 hillary clinton rally yeah, if you're a goat ***",train
